Youtube link,Product,Crop,Region,Language,Product Code,Month
https://www.youtube.com/watch?v=jMBk31iLqss,Shriram 9701,Maize,Madhya Pradesh,Hindi,9701030HY,9
https://www.youtube.com/watch?v=0pmwnxIW4Js,Shriram 9700,Maize,Madhya Pradesh,Hindi,9700032HY,9
https://www.youtube.com/watch?v=bgQA7thLhAw,Shriram 361,Cotton,All India,Hindi,361X029HY,9
https://www.youtube.com/watch?v=dee_TPfbjSE,Shriram 361,Cotton,Haryana,Hindi,361X029HY,9
https://www.youtube.com/watch?v=OQIjU7E3kYE,Shriram 361,Cotton,Haryana,Hindi,361X029HY,9
https://www.youtube.com/watch?v=jK6PcFtMtyI,Shriram Reprozin,Orange,Maharashtra,Marathi,REPR033PN,9
https://www.youtube.com/watch?v=6OX16TpDqY4,Shriram Protobuz,Radish,All India,Hindi,PROT030PN,9
https://www.youtube.com/watch?v=SZsFvxuO78s,Shriram Benzo,Gram,Maharashtra,Marathi,BENZ001CP,9
https://www.youtube.com/watch?v=8-L7USJqmGE,Shriram Borky,Rose,Karnataka,Kannada,BORK001PN,9
https://www.youtube.com/watch?v=UgdcXYmmU3U,Shriram Dripit Vegetables - Grade I,Rose,Karnataka,Kannada,DRV1010PN,9
https://www.youtube.com/watch?v=x3p6rsMhIm4,Shriram Dripit Vegetables - Grade I,Rose,Karnataka,Kannada,DRV1010PN,9
https://www.youtube.com/watch?v=Acf8J_zM1Vc,Shriram Dripit Vegetables - Grade I,Watermelon,Karnataka,Kannada,DRV1010PN,9
https://www.youtube.com/watch?v=8QQMaDgccBc,Shriram SprayIt Potato,Potato,Uttar Pradesh,Hindi,SPRP038PN,9
https://www.youtube.com/watch?v=J4Tb8lhh4V4,Shriram SprayIt Potato,Potato,Uttar Pradesh,Hindi,SPRP038PN,9
https://www.youtube.com/watch?v=CjgdXlag1yo,Shriram ZinDrip,"Potato, Chilli",Uttar Pradesh,Hindi,ZIND049PN,9
https://www.youtube.com/watch?v=WowBJHjXjCA,Shriram Borky,Tomato,Rajasthan,Hindi,BORK001PN,9
https://www.youtube.com/watch?v=Nw49LNhYBic&pp=0gcJCX4JAYcqIYzv,Shriram Protobuz,Tomato,Rajasthan,Hindi,PROT030PN,9
https://www.youtube.com/watch?v=rKaj51lcnvg,Shriram Protobuz,Chilli,Rajasthan,Hindi,PROT030PN,9
https://www.youtube.com/watch?v=aAyB5u3qIzs,Shriram 456,Cauliflower,Haryana,Hindi,456X051VS,9
https://www.youtube.com/watch?v=csOgDAwenxk,Shriram 456,Cauliflower,Rajasthan,Hindi,456X051VS,9
https://www.youtube.com/watch?v=bjSKRN6G_OY,SHRIRAM PRACENTUS,Paddy,West Bengal,Bengali,PRAC060CP,9
https://www.youtube.com/watch?v=9EdrcHttaD8,SHRIRAM PRACENTUS,Paddy,Gujarat,Gujarati,PRAC060CP,9
https://www.youtube.com/watch?v=wcGZrsw60H8,SHRIRAM PRACENTUS,Paddy,Maharashtra,Marathi,PRAC060CP,9
https://www.youtube.com/watch?v=96elT248mWM&pp=0gcJCX4JAYcqIYzv,SHRIRAM PRACENTUS,Paddy,Punjab,Punjabi,PRAC060CP,9
https://www.youtube.com/watch?v=ZvrejIskxJ0,SHRIRAM PRACENTUS,Paddy,All India,Hindi,PRAC060CP,9
https://www.youtube.com/watch?v=UqAjrKvvu9c,Shriram Benzo,Gram,All India,Hindi,BENZ001CP,9
https://www.youtube.com/watch?v=bB2Koc2nxpM,Shriram ZinDrip,Wheat,Rajasthan,Hindi,ZIND049PN,9
https://www.youtube.com/watch?v=12StPHCozO0,Shriram SprayIt Sugarcane,Sugarcane,Uttar Pradesh,Hindi,SPRS039PN,9
https://www.youtube.com/watch?v=N-Josgl8nOE,Shriram SprayIt Cotton,Cotton,Rajasthan,Hindi,SPRC037PN,9
https://www.youtube.com/watch?v=kawNtv8fo60,Shriram SprayIt Cotton,Cotton,Haryana,Hindi,SPRC037PN,9
https://www.youtube.com/watch?v=xga-mt1xQbY&pp=0gcJCX4JAYcqIYzv,Shriram SprayIt Cotton,Cotton,All India,Hindi,SPRC037PN,9
https://www.youtube.com/watch?v=tir4IK3pWIc,Shriram Fegro,Grapes,Maharashtra,Marathi,FEGR014PN,9
https://www.youtube.com/watch?v=ZRrvQ6cuCKs,Shriram Reprozin,Cotton,Maharashtra,Marathi,REPR033PN,9
https://www.youtube.com/watch?v=0fiwpwXryFs,Shriram SprayIt Cotton,Cotton,Punjab,Punjabi,SPRC037PN,9
https://www.youtube.com/watch?v=-sF6aOxsv5w,Shriram Protobuz,Cucumber,Uttar Pradesh,Hindi,PROT030PN,9
https://www.youtube.com/watch?v=rDu_9-DcesM,SHRIRAM ULTRAZIB-40,Paddy,Uttar Pradesh,Hindi,ULTR047PN,9
https://www.youtube.com/watch?v=Kh0KWZmwkaM,Shriram Protobuz,Paddy,Uttar Pradesh,Hindi,PROT030PN,9
https://www.youtube.com/watch?v=ur5PA7InOYM,Shriram Protobuz,Paddy,Haryana,Hindi,PROT030PN,9
https://www.youtube.com/watch?v=sozW9mWl1mc,Shriram SprayIt Cotton,Cotton,Haryana,Hindi,SPRC037PN,9
https://www.youtube.com/watch?v=0DzGVdtP79w,Shriram SprayIt Cotton,Cotton,Haryana,Hindi,SPRC037PN,9
https://www.youtube.com/watch?v=XJHiYqXnwq4,Shriram Aleksy,Wheat,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=IC9IGBQMfAE,Shriram Ciptrole SC,Groundnut,All India,Hindi,CIPS056CP,9
https://www.youtube.com/watch?v=voAtYuWd_SQ,Shriram Phaminox,Wheat,Punjab,Punjabi,PHAM059CP,9
https://www.youtube.com/watch?v=YR9mauxzmjI&pp=0gcJCX4JAYcqIYzv,Shriram Aleksy,Wheat,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=KMLpDod83Hw,Shriram Aleksy,Wheat,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=X7F1THBqsQc,Shriram Aleksy,Wheat,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=yWjGpDKOdy0,Shriram Aleksy,Wheat,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=SRm4-efUSsE,Shriram Aleksy,Wheat,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=vS81M1w3dds,Shriram Sateer,Maize,Gujarat,Gujarati,SATE053CP,9
https://www.youtube.com/watch?v=v8ylXV-8npI,Shriram Sateer,Maize,All India,Hindi,SATE053CP,9
https://www.youtube.com/watch?v=pDUTPzG_QP0,Shriram Aleksy,Paddy,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=VOJgJfS3cUc,Shriram Phaminox,Wheat,All India,Hindi,PHAM059CP,9
https://www.youtube.com/watch?v=Z1CZqxD9tOU,Shriram Ciptrole SC,Sugarcane,All India,Hindi,CIPS056CP,9
https://www.youtube.com/watch?v=veOXzFikJjw,Shriram Super 1-SR-14,Wheat,Rajasthan,Hindi,SR14006RW,9
https://www.youtube.com/watch?v=igN0tmMA1ZE,Shriram Super 272,Wheat,Punjab,Punjabi,S272004RW,9
https://www.youtube.com/watch?v=F81Y9xJXmYE,Shriram Super 111,Wheat,Rajasthan,Hindi,S111001RW,9
https://www.youtube.com/watch?v=O7nQqvdV_4Y,Shriram Super 111,Wheat,Madhya Pradesh,Hindi,S111001RW,9
https://www.youtube.com/watch?v=0jtPkJWsBrY,Shriram Super 1-SR-14,Wheat,Madhya Pradesh,Hindi,SR14006RW,9
https://www.youtube.com/watch?v=MpizQ3ANuCw,Shriram Super 111,Wheat,Gujarat,Gujarati,S111001RW,9
https://www.youtube.com/watch?v=80x77qfkETI,Shriram Super 1-SR-14,Wheat,Maharashtra,Marathi,SR14006RW,9
https://www.youtube.com/watch?v=7dwGr7gol6U,Shriram Super 111,Wheat,Maharashtra,Marathi,S111001RW,9
https://www.youtube.com/watch?v=IaF3IFvWICI,Shriram Super 7711,Paddy,Uttar Pradesh,Hindi,7711006RP,9
https://www.youtube.com/watch?v=YZTlMxf3aBs,Shriram Super 1-SR-14,Wheat,Rajasthan,Hindi,SR14006RW,9
https://www.youtube.com/watch?v=Lr5dCCCur_M,Shriram Super 5-SR-05,Wheat,Bihar,Hindi,SR05007RW,9
https://www.youtube.com/watch?v=xAEOFHE6u_s,Shriram Super 5-SR-05,Wheat,Rajasthan,Hindi,SR05007RW,9
https://www.youtube.com/watch?v=_9YtEf2_NVM,Shriram Super 5-SR-05,Wheat,Haryana,Hindi,SR05007RW,9
https://www.youtube.com/watch?v=kaJN-WzgN9o,Shriram 5511,Maize,Bihar,Hindi,5511013HY,9
https://www.youtube.com/watch?v=r764JyMwarA,Shriram 5511,Maize,Bihar,Hindi,5511013HY,9
https://www.youtube.com/watch?v=TrqTWVF73js,Shriram 1666,Mustard,Rajasthan,Hindi,1666018HY,9
https://www.youtube.com/watch?v=ITz9cxtIPXg,Shriram 1666,Mustard,Rajasthan,Hindi,1666018HY,9
https://www.youtube.com/watch?v=58Aa3SEIO1Q,Shriram 1666,Mustard,Uttar Pradesh,Hindi,1666018HY,9
https://www.youtube.com/watch?v=ohswVyWN6bs,Shriram 1666,Mustard,"Uttar Pradesh, Rajasthan",Hindi,1666018HY,9
https://www.youtube.com/watch?v=lrWTTAf8cVg&pp=0gcJCX4JAYcqIYzv,Shriram 1666,Mustard,Haryana,Hindi,1666018HY,9
https://www.youtube.com/watch?v=9cZ1s2_X_7E,Shriram 1666,Mustard,Haryana,Hindi,1666018HY,9
https://www.youtube.com/watch?v=Fltn2FoqLOg,Shriram 8866,Bajra,Rajasthan,Hindi,8866004HY,9
https://www.youtube.com/watch?v=An0Z5PIkwyk,Shriram 331 BG II,Cotton,Haryana,Hindi,331X014HY,9
https://www.youtube.com/watch?v=1FxkeZjHfJQ,Shriram 8866,Bajra,Rajasthan,Hindi,8866004HY,9
https://www.youtube.com/watch?v=YU6ANHQRo0Y,Shriram 8866,Bajra,Rajasthan,Hindi,8866004HY,9
https://www.youtube.com/watch?v=_6IsiG8-HMc,Shriram Super 5-SR-05,Wheat,Bihar,Hindi,SR05007RW,9
https://www.youtube.com/watch?v=gA6_XJj-hVA,Shriram Super 5-SR-05,Wheat,Bihar,Hindi,SR05007RW,9
https://www.youtube.com/watch?v=B2D5uwq0f-E,Shriram Aleksy,Wheat,All India,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=bDJ1uwEEJoc,Shriram Honey,Watermelon,,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=4rhfmnroI5w,Shriram Protobuz,Wheat,All India,Hindi,PROT030PN,9
https://www.youtube.com/watch?v=DPhktjWfEug,Shriram Super 3-SR-72,Wheat,All India,Hindi,SR72008RW,9
https://www.youtube.com/watch?v=IBsnAofNo68,Shriram Super 5-SR-05,Wheat,All India,Hindi,SR05007RW,9
https://www.youtube.com/watch?v=O7KoSXT-pPc,Shriram Super 4466,Paddy,Bihar,Hindi,4466005RP,9
https://www.youtube.com/watch?v=xpRQDP5paSE,Shriram Super 4400,Paddy,"Chhattisgarh, Bihar",Hindi,4400004RP,9
https://www.youtube.com/watch?v=z411oKPOqBI&pp=0gcJCX4JAYcqIYzv,Shriram Super 4400,Paddy,All India,Hindi,4400004RP,9
https://www.youtube.com/watch?v=fBbOVf0rom0,Shriram Super 7711,Paddy,All India,Hindi,7711006RP,9
https://www.youtube.com/watch?v=drpnhiidHbQ,Shriram Super 4400,Paddy,Uttar Pradesh,Hindi,4400004RP,9
https://www.youtube.com/watch?v=RuAVne-etP8,Shriram Super 4466,Paddy,Uttar Pradesh,Hindi,4466005RP,9
https://www.youtube.com/watch?v=5Ylqn2K4qLI,Shriram Super 4466,Paddy,Uttar Pradesh,Hindi,4466005RP,9
https://www.youtube.com/watch?v=MRByUvFegl0,Shriram Super 4400,Paddy,Uttar Pradesh,Hindi,4400004RP,9
https://www.youtube.com/watch?v=jecnYj-N_gw,Shriram Super 1-SR-14,Wheat,Rajasthan,Hindi,SR14006RW,9
https://www.youtube.com/watch?v=v4D2xAourJY&pp=0gcJCX4JAYcqIYzv,Shriram Super 111,Wheat,All India,Hindi,S111001RW,9
https://www.youtube.com/watch?v=oiUMn2PwVNE,Shriram Super 1-SR-14,Wheat,Rajasthan,Hindi,SR14006RW,9
https://www.youtube.com/watch?v=BIAamc24hdQ,Shriram 331 BG II,Cotton,All India,Hindi,331X014HY,9
https://www.youtube.com/watch?v=EgPxa-TB2nE,Shriram 331 BG II,Cotton,Rajasthan,Hindi,331X014HY,9
https://www.youtube.com/watch?v=P0daE8VcMqs,Shriram 331 BG II,Cotton,Rajasthan,Hindi,331X014HY,9
https://www.youtube.com/watch?v=pu-2tJgkDSk,Shriram 331 BG II,Cotton,Haryana,Hindi,331X014HY,9
https://www.youtube.com/watch?v=PcKjEO-diT0,Shriram Super 5-SR-05,Wheat,Jharkhand,Hindi,SR05007RW,9
https://www.youtube.com/watch?v=UEpC3GeupHg,Shriram 2005,Okra,Uttar Pradesh,Hindi,2005017VS,9
https://www.youtube.com/watch?v=E07QV_gL9_E,Shriram SprayIt Potato,Potato,Uttar Pradesh,Hindi,SPRP038PN,9
https://www.youtube.com/watch?v=uq5XawgkVJc,Shriram Green Bank,Jowar,Haryana,Hindi,GREE020HY,9
https://www.youtube.com/watch?v=qBt255Onr3c,Shriram Saloni,Pea,Rajasthan,Hindi,SALO046VS,9
https://www.youtube.com/watch?v=g7U6JrqPl2o,Shriram Saloni,Pea,Uttar Pradesh,Hindi,SALO046VS,9
https://www.youtube.com/watch?v=2X-VXGDzOLo,Shriram 1666,Mustard,Uttar Pradesh,Hindi,1666018HY,9
https://www.youtube.com/watch?v=gUHJaiku7is,Shriram 1666,Mustard,Haryana,Hindi,1666018HY,9
https://www.youtube.com/watch?v=-M8NXqch6o0,Shriram 1666,Mustard,Rajasthan,Hindi,1666018HY,9
https://www.youtube.com/watch?v=fX7JgotmSCQ,Shriram 456,Cauliflower,Rajasthan,Hindi,456X051VS,9
https://www.youtube.com/watch?v=LURhUbgEifA,Shriram 2110,Okra,Haryana,Hindi,2110018VS,9
https://www.youtube.com/watch?v=-_ky4ASLqOg,Shriram 2110,Okra,Rajasthan,Hindi,2110018VS,9
https://www.youtube.com/watch?v=-vs_mu3VIWE,Shriram Ankita,Okra,Rajasthan,Hindi,ANKI015VS,9
https://www.youtube.com/watch?v=l4krOLrbKpY,Shriram Ankita,Okra,Rajasthan,Hindi,ANKI015VS,9
https://www.youtube.com/watch?v=MvrayivP-B0,Shriram 1720,Okra,Rajasthan,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=ogUhLcvi6lc,Shriram Bali,Tomato,Rajasthan,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=3GIEGk7EuKo,Shriram Kanha,Watermelon,Rajasthan,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=_z-miLX2DUQ,Shriram Nisus,Orange,All India,Hindi,NISU025PN,9
https://www.youtube.com/watch?v=DUUj1vO4gIY,Shriram Nisus,Cabbage,Rajasthan,Hindi,NISU025PN,9
https://www.youtube.com/watch?v=vnlGEa9Omcw,Shriram Aleksy,Wheat,Punjab,Punjabi,ALEK024CP,9
https://www.youtube.com/watch?v=XPaD9OFdBjk,Shriram Nisus,Potato,Uttar Pradesh,Hindi,NISU025PN,9
https://www.youtube.com/watch?v=IYb9BgQQL6E,Shriram Aleksy,Wheat,Haryana,Hindi,ALEK024CP,9
https://www.youtube.com/watch?v=Bmxqp41F2tM,Shriram ZinDrip,Wheat,Rajasthan,Hindi,ZIND049PN,9
https://www.youtube.com/watch?v=pZ4FdGFTe-0,Shriram SprayIt Potato,Potato,All India,Hindi,SPRP038PN,9
https://www.youtube.com/watch?v=jwoq5RMu8BM,Shriram Reprozin,Potato,Uttar Pradesh,Hindi,REPR033PN,9
https://www.youtube.com/watch?v=rafXDdxeLBU,Shriram Super 231,Wheat,Uttar Pradesh,Hindi,S231002RW,9
https://www.youtube.com/watch?v=iXPmWRbocOQ,Shriram Calific,Grapes,Maharashtra,Marathi,CALI003PN,9
https://www.youtube.com/watch?v=I8OqemkwFFo,Shriram Super 303,Wheat,Bihar,Hindi,S303005RW,9
https://www.youtube.com/watch?v=CEkKMIL3Axs,Shriram Super 303,Wheat,Uttar Pradesh,Hindi,S303005RW,9
https://www.youtube.com/watch?v=O9qjlwp1Jbo,Shriram Super 303,Wheat,Uttar Pradesh,Hindi,S303005RW,9
https://www.youtube.com/watch?v=aaVCHckLTAs,Shriram Super 303,Wheat,Madhya Pradesh,Hindi,S303005RW,9
https://www.youtube.com/watch?v=XUeGchMt-iA,Shriram Super 252,Wheat,Uttar Pradesh,Hindi,S252003RW,9
https://www.youtube.com/watch?v=NlkwUMbUt00&pp=0gcJCX4JAYcqIYzv,Shriram Super 252,Wheat,Rajasthan,Hindi,S252003RW,9
https://www.youtube.com/watch?v=XbErMQmxJP0,Shriram Super 252,Wheat,Punjab,Punjabi,S252003RW,9
https://www.youtube.com/watch?v=kOEX2kcaOQg,Shriram Super 252,Wheat,Haryana,Hindi,S252003RW,9
https://www.youtube.com/watch?v=5hIJXtXI1zg,Shriram Super 272,Wheat,Haryana,Hindi,S272004RW,9
https://www.youtube.com/watch?v=3inEYSA2ypw,Shriram Super 272,Wheat,"Rajasthan, Uttar Pradesh",Hindi,S272004RW,9
https://www.youtube.com/watch?v=fbNLYlDId3I,Shriram Super 1-SR-14,Wheat,Maharashtra,Marathi,SR14006RW,9
https://www.youtube.com/watch?v=q2-8XBEarG8&pp=0gcJCX4JAYcqIYzv,Shriram Super 1-SR-14,Wheat,Gujarat,Gujarati,SR14006RW,9
https://www.youtube.com/watch?v=Je1CGo0yl5E,Shriram Super 272,Wheat,Punjab,Punjabi,S272004RW,9
https://www.youtube.com/watch?v=1UgK7pqf69Y,Shriram 744,Paddy,Uttar Pradesh,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=vK7FCQgIr-A,Shriram 734,Paddy,Uttar Pradesh,Hindi,734X001HY,9
https://www.youtube.com/watch?v=e_SdlUb3iZ0,Shriram Super 111,Wheat,Maharashtra,Marathi,S111001RW,9
https://www.youtube.com/watch?v=k4OHH-oHCJM,Shriram Super 111,Wheat,All India,Hindi,S111001RW,9
https://www.youtube.com/watch?v=Ct9otRrclaQ,Shriram 8860,Bajra,Uttar Pradesh,Hindi,8860006HY,9
https://www.youtube.com/watch?v=KO8sMoq3fcs,Shriram 8850,Bajra,Uttar Pradesh,Hindi,8850002HY,9
https://www.youtube.com/watch?v=0XcGoXOr-xY&pp=0gcJCX4JAYcqIYzv,Shriram Super 1-SR-14,Wheat,Rajasthan,Hindi,SR14006RW,9
https://www.youtube.com/watch?v=qozk6M9EK24,Shriram Super 111,Wheat,Maharashtra,Marathi,S111001RW,9
https://www.youtube.com/watch?v=03Baish7oyw,Shriram Super 111,Wheat,Gujarat,Gujarati,S111001RW,9
https://www.youtube.com/watch?v=ViTDUwf1R8Y,Shriram Super 111,Wheat,Rajasthan,Hindi,S111001RW,9
https://www.youtube.com/watch?v=Zljd_CIClS0,Shriram 331 BG II,Cotton,Haryana,Hindi,331X014HY,9
https://www.youtube.com/watch?v=WwsNgER5EmM,Shriram 8860,Bajra,Rajasthan,Hindi,8860006HY,9
https://www.youtube.com/watch?v=veN7BqC41G8,Shriram 1666,Mustard,Uttar Pradesh,Hindi,1666018HY,9
https://www.youtube.com/watch?v=i-8WgomLXAw,Shriram 8850,Bajra,Rajasthan,Hindi,8850002HY,9
https://www.youtube.com/watch?v=OxUsAlrBKIA,Shriram Reprozin,Grapes,Maharashtra,Marathi,REPR033PN,9
https://www.youtube.com/watch?v=U5LPDs3c6Us,Shriram 1666,Mustard,Haryana,Hindi,1666018HY,9
https://www.youtube.com/watch?v=E7Sr-xMbj2U&pp=0gcJCX4JAYcqIYzv,Shriram 1666,Mustard,Rajasthan,Hindi,1666018HY,9
https://www.youtube.com/watch?v=3fMYTFuNIsY,Shriram 1666,Mustard,Rajasthan,Hindi,1666018HY,9
https://www.youtube.com/watch?v=nwpKPypxfWI,Shriram 8866,Bajra,Rajasthan,Hindi,8866004HY,9
https://www.youtube.com/watch?v=VZgLUZSPQq4,Shriram Calico,All Crops,All India,Hindi,CALI067CP,9
https://www.youtube.com/watch?v=_4KmzkCcMBM,Shriram Fegro,All Crops,All India,Hindi,FEGR014PN,9
https://www.youtube.com/watch?v=9s988a379UE,Shriram Borky,Tomato,Rajasthan,Hindi,BORK001PN,9
https://www.youtube.com/watch?v=tA094yrIiaU,Shriram SprayIt Vegetables,"Potato, Tomato, Chilli, Brinjal",,Hindi,SPRV040PN,9
https://www.youtube.com/watch?v=54GnZHPKVO8,Shriiram Reprozin,All Crops,All India,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=7hLntg-9wVI,Shriram SprayIt Cotton,Cotton,All India,Hindi,SPRC037PN,9
https://www.youtube.com/watch?v=WsP3p4PmKuU,Shriram Shimog,Paddy,All India,Hindi,SHIM004CP,9
https://www.youtube.com/watch?v=Jqv38EXuXLE,Shriram Zintok,All Crops,All India,Hindi,ZINT052PN,9
https://www.youtube.com/watch?v=bRA9RN3Cuec,Shriram ZinDrip,Tomato,Rajasthan,Hindi,ZIND049PN,9
https://www.youtube.com/watch?v=IUvQkeJFMxk,Shriram Kamya Gold,Capsicum,Uttar Pradesh,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=nDZQ9Q1JvmM,Shriram Speedkill,Paddy,All India,Hindi,SPEE047CP,9
https://www.youtube.com/watch?v=lD_XfLF_fbk,Shriram Calific,Chilli,Uttar Pradesh,Hindi,CALI003PN,9
https://www.youtube.com/watch?v=-VYJRp3ZXL0,Shriram 9698,Maize,Rajasthan,Hindi,9698011HY,9
https://www.youtube.com/watch?v=nLMnKcCEKxA,Shriram 734,Paddy,Uttar Pradesh,Hindi,734X001HY,9
https://www.youtube.com/watch?v=V8PfNd68iGQ,Shriram 8850,Bajra,Rajasthan,Hindi,8850002HY,9
https://www.youtube.com/watch?v=mceZ8D8BZOM,Shriram 753,Paddy,Uttar Pradesh,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=xpuS2s9qCk4,Shriram 744,Paddy,Haryana,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=4ddYheibajE,Shriram 8860,Bajra,Rajasthan,Hindi,8860006HY,9
https://www.youtube.com/watch?v=UWChWNTARbs,Shriram 744,Paddy,Punjab,Punjabi,#N/A,#N/A
https://www.youtube.com/watch?v=n0u91S7cVbs,Shriram 432,Paddy,Punjab,Punjabi,#N/A,#N/A
https://www.youtube.com/watch?v=KG3Ava8EWHU&pp=0gcJCX4JAYcqIYzv,Shriram Super 4400,Paddy,Uttar Pradesh,Hindi,4400004RP,9
https://www.youtube.com/watch?v=HQPdWpgblx8,Shriram Super 4466,Paddy,All India,Hindi,4466005RP,9
https://www.youtube.com/watch?v=mz4sSztZOrI,Shriram SprayIt Sugarcane,Sugarcane,All India,Hindi,SPRS039PN,9
https://www.youtube.com/watch?v=mVCATeAfBCE,Shriram 331 BG II,Cotton,Rajasthan,Hindi,331X014HY,9
https://www.youtube.com/watch?v=hZ04XWea-_Y,Shriram 331 BG II,Cotton,Punjab,Punjabi,331X014HY,9
https://www.youtube.com/watch?v=ntrkua7Cc7g,Shriram 331 BG II,Cotton,Haryana,Hindi,331X014HY,9
https://www.youtube.com/watch?v=HouxBfWhly0,Shriram Super 272,Wheat,Punjab,Punjabi,S272004RW,9
https://www.youtube.com/watch?v=AbVNQo0Zhro,Shriram Bali,Tomato,Rajasthan,Hindi,#N/A,#N/A
https://www.youtube.com/watch?v=92QXZCyak5Q,Shriram Borky,All Crops,All India,Hindi,BORK001PN,9
https://www.youtube.com/watch?v=AfIEGti-vJg,Shriram Forza,Chilli,Rajasthan,Hindi,FORZ016PN,9
https://www.youtube.com/watch?v=C8SeONtn0nc,Shriram Super 231,Wheat,Haryana,Hindi,S231002RW,9
https://www.youtube.com/watch?v=WbD8BYcrHgE,Shriram Super 231,Wheat,Uttar Pradesh,Hindi,S231002RW,9
https://www.youtube.com/watch?v=liQz8BQCAOQ,Shriram Super 303,Wheat,Uttar Pradesh,Hindi,S303005RW,9
https://www.youtube.com/watch?v=4yM_MQa5z_c,Shriram Super 303,Wheat,Bihar,Hindi,S303005RW,9
https://www.youtube.com/watch?v=kDUONaHFKaQ,Shriram Super 303,Wheat,Uttar Pradesh,Hindi,S303005RW,9
https://www.youtube.com/watch?v=P0NRui0ugkI,Shriram Super 303,Wheat,Uttar Pradesh,Hindi,S303005RW,9
https://www.youtube.com/watch?v=0WxLJZdfcOo,Shriram Super 303,Wheat,Madhya Pradesh,Hindi,S303005RW,9
https://www.youtube.com/watch?v=y44Dxf9L4rA,Shriram Super 252,Wheat,Uttar Pradesh,Hindi,S252003RW,9
https://www.youtube.com/watch?v=4R-_EXYYM2I,Shriram Super 252,Wheat,Punjab,Punjabi,S252003RW,9
https://www.youtube.com/watch?v=w9ikEEpU2P4&pp=0gcJCX4JAYcqIYzv,Shriram Super 252,Wheat,Rajasthan,Punjabi,S252003RW,9
https://www.youtube.com/watch?v=7lbByN5PYMA,Shriram Super 252,Wheat,Rajasthan,Hindi,S252003RW,9
https://www.youtube.com/watch?v=TmcSAecAuuA&pp=0gcJCX4JAYcqIYzv,Shriram Super 272,Wheat,Rajasthan,Hindi,S272004RW,9
https://www.youtube.com/watch?v=X4K31nD7GR0&pp=0gcJCX4JAYcqIYzv,Shriram Super 272,Wheat,Haryana,Hindi,S272004RW,9
https://www.youtube.com/watch?v=LVNdPScyLMc,Shriram Super 111,Wheat,Gujarat,Gujarati,S111001RW,9
https://www.youtube.com/watch?v=ABYREKza8_Q,Shriram Super 111,Wheat,Maharashtra,Hindi,S111001RW,9
https://www.youtube.com/watch?v=dztWEKHjdEo,Shriram Super 111,Wheat,Rajasthan,Hindi,S111001RW,9
https://www.youtube.com/watch?v=1iHFSp_z0wc,Shriram 1666,Mustard,Rajasthan,Hindi,1666018HY,9
https://www.youtube.com/watch?v=-O8GaSaoZ_Y,Shriram Hopnip,Paddy,All India,Hindi,HOPN006CP,9
https://www.youtube.com/watch?v=2Po8PF9a7lc,Shriram Rani,Mustard,Rajasthan,Hindi,RANI001OP,9
https://www.youtube.com/watch?v=JmkQKuy9UGY,Shriram Shimog,Paddy,All India,Hindi,SHIM004CP,9
https://www.youtube.com/watch?v=cXsDlZIhF_g,Shriram Saloni,Pea,Rajasthan,Hindi,SALO046VS,9
https://www.youtube.com/watch?v=AbhL_g5tZk8,Shriram Forza,Onion,Rajasthan,Hindi,FORZ016PN,9
https://www.youtube.com/watch?v=aV3zHVCbfAM,Shriram Pinocio,All Crops,All India,Hindi,PINO005CP,9
https://www.youtube.com/watch?v=kUM0LWVlGkc,SHRIRAM CALIFIC,,,Hindi,CALI003PN,9
https://www.youtube.com/watch?v=SRvT8-hQ5I4,Shriram Supravet,All Crops,All India,Hindi,SUPR075CP,9
https://www.youtube.com/watch?v=GqB7oxQAyVU,Shriram Nisus,Onion,Maharashtra,Hindi,NISU025PN,9
https://www.youtube.com/watch?v=Qh2RAZRudQM,Shriram Shaasak,Soyabean,All India,Hindi,SHAA048CP,9
https://www.youtube.com/watch?v=SBvhEyAZtlU&pp=0gcJCX4JAYcqIYzv,Shriram Kopis Strong,Soyabean,All India,Hindi,KOPI049CP,9
https://www.youtube.com/watch?v=jFLq190ehKs,Shriram Nisus,All Crops,All India,Hindi,NISU025PN,9
https://www.youtube.com/watch?v=_SI40f9FjZ4,Shriram Ankita,Okra,Rajasthan,Hindi,ANKI015VS,9
https://www.youtube.com/watch?v=TTEPc6KxL-g,Shriram Joso,Paddy,All India,Hindi,JOSO044CP,9
